Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,1,"Doubling the pressure of a gas at constant temperature, doubles the volume occupied by the gas.",,,,,,0,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,2,"When a 200 mL gas, in a closed vessel, is heated to 50^0&C from 25^0&C, the volume becomes doubled.",,,,,,0,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,3,The rate of diffusion of methane is double the rate of diffusion of sulphur dioxide gas.,,,,,,1,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,4,1 g atom of nitrogen contains 6.023 × 10^23& atoms of nitrogen.,,,,,,1,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,5,"Gay-Lussac’s law of combining volumes is applicable to the reaction, 2C + O~2* → 2CO~2*.",,,,,,0,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,6,Gases show deviations from ideal behaviour at high temperature and high pressure.,,,,,,0,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,7,"The greater the critical temperature of a gas, the easier is the liquefaction of the gas.",,,,,,1,,TF
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,8,The ratio of the volumes of 11 g of CO~2* and 28 g of CO at STP is __________.,1 : 5,2 : 3,1 : 3,1 : 4,,D,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,9,The number of oxygen molecules required for the complete combustion of 5 moles of methane is __________.,6.0 x 10^24& molecules,6.023 x 10^-24& molecules,6.023 x 10^24& molecules,6.022 x 10^24& molecules,,C,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,10,"The volume of CO~2* liberated at STP is _________ L, on thermal decomposition of 84 g of sodium bicarbonate.",,,,,,11.2,,FIB
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,11,‘ous’ acid of a non-metal ‘X’ has 2 ‘O’ atoms. Per acid of the same non-metal has the formula _______.,HXO~4*,HXO~2*,HXO~3*,None of these,,A,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,12,The ratio of the gram atomic weight of nitrogen and oxygen is __________.,7 : 9,7 : 11,7 : 8,7 : 10,,C,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,13,Pressure exerted by water vapour in moist gas is called _____.,,,,,,Aqueous tension,,FIB
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,14,Mole fraction of NaOH in an aqueous solution is 0.3. Mole fraction of water is _________.,,,,,,0.7,,FIB
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,15,Match the entries given in Column A with appropriate ones in Column B.,"A:e, B:b, C:a, D:c, E:d, F:f","A:e, B:b, C:d, D:a, E:c, F:f","A:e, B:b, C:a, D:d, E:f, F:c","A:e, B:b, C:a, D:d, E:c, F:f",CH-1-15-ROW-16,D,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,16,"The number of oxygen atoms present in 2 moles of a compound, which consists of a bivalent metal and a perchlorate ion is",4 N,6 N,8 N,16 N,,d,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,17,"When one mole each of CO and O~2* are made to react at STP, the total number of moles at the end of the reaction is",1.5 moles,1 mole,4 moles,2 moles,,a,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,18,"When 180 g of glucose is subjected to combustion, the volume of CO~2* liberated at STP is",22.4 L,67.2 L,44 L,134.4 L,,d,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,19,"20 cc of a hydrocarbon, on complete combustion, gave 80 cc of CO~2* and 100 cc of H~2*O at STP.
The empirical formula of that compound is",C~2*H~5*,C~2*H~6*,C~3*H~8*,C~4*H~10*,,a,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,20,How many molecules would be there in 0.01 moles of sodium hydroxide?,6.023 x 10^23&,6.023 x 10^21&,6.023 x 10^22&,6.023 x 10^20&,,b,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,21,44 g of CO~2* contains,2 moles of oxygen atoms,1 mole of oxygen atoms,1.5 moles of oxygen atoms,2 moles of oxygen molecules,,a,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,22,0.1225 g of potassium chlorate decomposes completely. Write the possible chemical equation and the amount of oxygen liberated.,"4KClO~3* → 4KCl + 6O~2*, 0.048 g","4KClO~3* → 4KCl + 5O~2*, 0.048 g","2KClO~3* → 2KCl + 3O~2*, 0.048 g","2KClO~3* → 2KCl + 3O~2*, 0.048 g",,c,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,23,The ratio by mass of sulphur and oxygen in SO~2* is,1 : 2,2 : 1,1 : 1,1 : 4,,c,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,24,"Critical temperatures of the gases A, B, C and D are",5.2 K,33.2 K,126.3 K,191.1 K,,b,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,25,Which of the following pairs of gases corresponds to the ratio of the rates of diffusion as Ö2 : 1?,H~2* and He,He and CH~4*,H~2* and CH~4*,CH~4* and SO~2*,,a,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,26,"When ammonia gas is subjected to sudden expansion from a region of high pressure into a region of low pressure, which of the following changes is expected to take place?",decrease in kinetic energy and potential energy,conversion of kinetic energy to potential energy,conversion of potential energy to kinetic energy,increase in kinetic energy and potential energy,,b,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,27,Dalton’s law of partial pressures cannot hold good for,NO~2* + O~2*,H~2* + Cl~2*,CO~2* + O~2*,NH~3* + He,,b,,MCQ
1,"Mole Concept, Stoichiometry and Behaviour of Gases",Concept Application Level-1,,28,"A 600 mL vessel containing oxygen at 800 mm anda 400 mL vessel  containing nitrogen at 600 mm, at the same temperature, are joined to each other. The final pressure of the mixture is",1400 mm,1000 mm,720 mm,700 mm,,c,,MCQ
