Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Force and Pressure,Multiple Choice Questions,Level - 1,1,Which of the following is not a correct statement?,A force can change the state of rest or motion of a body,A force can change the direction of a body,A force can change the chemical properties of a body,A force can change the dimensions of a body.,,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,2,Which of the following forces is needed to pick up your school bag?,Muscular force,Gravitational force,Magnetic force,Electrostatic force,,a,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,3,"You pick up your school bag by muscular force.
The muscular force is also known as ....",frictional force,magnetic force,biological force,all of these,,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,4,When a ball is dropped from a certain height the speed of the ball goes on increasing due to,gravitational force,biological force,Magnetic force,all of these,,a,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,5,Force of friction is an example of,non-contact force,contact force,reactive force,None of these,,b,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,6,"If no external force acts on a body, it will",move with more speed,change its shape,break into pieces,either remain in its state of rest or uniform motion.,,d,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,7,"When the driver of a fast moving car suddenly applies brakes, the passengers in the car",fall backward,fall forward,are not affected,None of these,,b,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,8,The impact which a body can produce due to the combined effect of mass and velocity is called,momentum,force,moment of force,pressure,,a,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,9,________ is a measure of the gravitational force acting on an object.,mass,weight,pressure,None of these,,b,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,10,Mass differs from weight because,weight is a force whereas and mass is not a force .,the mass of an object is always more than its weight,mass can be expressed only in the metric system,there is no difference,,a,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,11,Smooth surface has ________,less frictional force,more frictional force,sometimes less and sometime more force,no frictional force at all,,a,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,12,"If two equal forces act on the body in opposite direction, then the resultant force on the body will be",More,Less,Zero,None of these,,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,13,"A batsman hits a cricket ball which then rolls on a level ground. After covering a short distance, the ball comes to rest. The ball slows down to stop because",the batsman did not hit the ball hard enough,velocity is proportional to the force exerted on the ball,there is a force on the ball opposing the motion,"there is no unbalanced force on the ball, so the ball would come to rest.",,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,14,An object rests on a horizontal frictionless surface. A horizontal force of magnitude F is applied. This force produces an acceleration,only if F is larger than the weight of the object,only while the object suddenly changes from rest to motion,always,only if the inertia of the object decreases.,,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,15,1 tonne is equal to,1000 mg,1000 g,1000 kg,100 kg,,c,,MCQ
1,Force and Pressure,Multiple Choice Questions,Level - 1,16,A spaceship continues moving in space with constant speed because,no force of friction due to air acts on it,no force of gravitation acts on it,its mass is zero in space,None of these,,b,,MCQ
