Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,States of Matter,Summative Exercise,,1,Shadow is not a matter because it has no mass and does not occupy _________,,,,,,Space,,FIB
1,States of Matter,Summative Exercise,,2,A gas has definite ________ but no definite _______ and ______.,"Mass, Volume, Shape",,,,,DUMMY,,FIB
1,States of Matter,Summative Exercise,,3,Liquids have ____ shape and ________ volume .,"Indefinite, Definite",,,,,DUMMY,,FIB
1,States of Matter,Summative Exercise,,4,The molecules are most tightly packed in _______.,,,,,,Solids,,FIB
1,States of Matter,Summative Exercise,,5,The property of gases to resist their flow is called _________.,,,,,,Viscosity,,FIB
1,States of Matter,Summative Exercise,,6,The state of matter with the least intermolecular forces of attraction is ___________,,,,,,Gaseous state,,FIB
1,States of Matter,Summative Exercise,,7,Water vapour and steam are similar becauae they have no definite shape and no definite _________,,,,,,Volume,,FIB
1,States of Matter,Summative Exercise,,8,The movement of solid particles caused by collisions with the constantly moving molecules of a gas is called _________,,,,,,Brownian movement,,FIB
1,States of Matter,Summative Exercise,,9,"When a liquid is boiled, the temperature remains the same until all of the ________ becomes a gas.",,,,,,Liquid,,FIB
1,States of Matter,Summative Exercise,,10,Diffusion occurs fastest in __________,,,,,,Gases,,FIB
1,States of Matter,Summative Exercise,,11,The process of a liquid changing into vapour is called __________,,,,,,Vapourisation,,FIB
1,States of Matter,Summative Exercise,,12,Liquids with lower boiling points are more ________,,,,,,Volatile,,FIB
1,States of Matter,Summative Exercise,,13,The process of changing a gas or vapour into liquid is called ________,,,,,,Condensation,,FIB
1,States of Matter,Summative Exercise,,14,Moth balls and camphor are examples of ___________,,,,,,Sublimation,,FIB
1,States of Matter,Summative Exercise,,15,"At the boiling point, the temperature of a liquid remains ________ even if you add more heat.",,,,,,Constant,,FIB
1,States of Matter,Summative Exercise,,16,All matter have volume.,,,,,,1,,TF
1,States of Matter,Summative Exercise,,17,Every matter can be seen.,,,,,,0,,TF
1,States of Matter,Summative Exercise,,18,Snow and ice can be compressed.,,,,,,0,,TF
1,States of Matter,Summative Exercise,,19,An inflated balloon is heavier than a deflated one because air has mass.,,,,,,1,,TF
1,States of Matter,Summative Exercise,,20,Helium gas has no definite shape but has a definite volume.,,,,,,0,,TF
1,States of Matter,Summative Exercise,,21,"Things can be different because of their different properties, colours and shapes.",,,,,,1,,TF
1,States of Matter,Summative Exercise,,22,At change of state the kinetic energy of the molecules of a substances increases greatly,,,,,,0,,TF
1,States of Matter,Summative Exercise,,23,Matter can be hard or soft.,,,,,,1,,TF
1,States of Matter,Summative Exercise,,24,A liquid cannot be compressed because it has a fixed volume,,,,,,1,,TF
1,States of Matter,Summative Exercise,,25,Air bubble is a gas.,,,,,,1,,TF
1,States of Matter,Summative Exercise,,26,Match the following,A - r ·B - q C – q D - r E - r,A - q ·B - p C - p D - r E – q,A - q ·B - q C - p D - r E - r,A - p ·B – r C - p D - r E - r,CH-1-26-ROW-27,c,,MCQ
1,States of Matter,Summative Exercise,,27,Match the following,"A- p, B - q, C - r, D - q, E -q","A- p, B - q, C - r, D - q, E -p","A- r, B -p, C - r, D - q, E -p","A- r, B - q, C - r, D - q, E -p",CH-1-27-ROW-28,b,,MCQ
1,States of Matter,Summative Exercise,,28,Match the following,"A- r, B - s, C - p, D - q","A- p, B - s, C – r, D - q","A- q, B - s, C - p, D – r","A- r, B - q, C - p, D – s",CH-1-28-ROW-29,a,,MCQ
1,States of Matter,Summative Exercise,,29,Match the following,"A - s, B - q, C – r, D - p","A - s, B - p, C – q, D - r","A - p, B - q, C – s, D - r","A - s, B - q, C - p, D - r",CH-1-29-ROW-30,d,,MCQ
1,States of Matter,Further Practice,,1,Gopi poured. an equal amount of water into the 4 containers as shown below. This result of his expenment shows that water has ______,a definite volume,no definite shape,a definite mass,no definite volume,CH-1-1-ROW-31,B,,MCQ
1,States of Matter,Further Practice,,2,Look at the Venn diagram below. Which of the following can be placed in ' Z'?,Water ,Dry Ice,Salt,Jelly,CH-1-2-ROW-32,A,,MCQ
1,States of Matter,Further Practice,,3,What happens to a substance when the space between its particles is decreased?,The volume of the substance is increased.,The volume of the substance is decreased.,The mass of the substance is increased.,The mass of the substance is decreased,,B,,MCQ
1,States of Matter,Further Practice,,4,Which of the following would scientists use to determine the mass of a solid?,Microscope,Balance,Graduated cylinder,Thermometer,,B,,MCQ
1,States of Matter,Further Practice,,5,Which element has neither definite shape nor volume?,Sodium ,Hydrogen,Iodine,Lithium,,B,,MCQ
1,States of Matter,Further Practice,,6,Which of the following statements is NO~ true?,All forms of matter have volume,All forms of matter have colour,All forms of matter have mass,Matters can be living or non-living,,B,,MCQ
1,States of Matter,Further Practice,,7,The inter particle attractive force _______ with increasing distance between particles.,Increases,Decreases,Increases moderately,None,,B,,MCQ
1,States of Matter,Further Practice,,8,Which of the following metals is not a solid at room temperature?,Iron,Aluminium,Mercury,Steel,,C,,MCQ
1,States of Matter,Further Practice,,9,Solids have:,rotatory motion,translatory motion,vibratory motion,None of these,,C,,MCQ
1,States of Matter,Further Practice,,10,The solids cannot be compressed because:,the inter particle attraction forces are very weak.,the movement of the constituent particles are not restricted,the constituent particles are closely packed.,None of the above.,,C,,MCQ
1,States of Matter,Further Practice,,11,"Arrange in the order indicated for solids, liquids and gases:
(i) Decreasing order - empty space between
(ii) Increasing order - tendency to flow",a,b,c,d,CH-1-11-ROW-41,C,,MCQ
1,States of Matter,Further Practice,,12,The property of compressibility is:,maximum in solids,least in solids,maximum in liquids,least in gases,,B,,MCQ
1,States of Matter,Further Practice,,13,The power of diffusion is:,more in solids,least in gases,maximum in liquids,Maximum in gases,,D,,MCQ
1,States of Matter,Further Practice,,14,"The decreasing order of densities of solids, liquids and gases for a given mass is:",Solids > Gases > Liquids,Gases > Solids > Liquids,Liquid > Gases > Solids,Solids > Liquids > Gases,,D,,MCQ
1,States of Matter,Further Practice,,15,Complete the following:,(i) Slightly more than solids (ii) High (iii) Fluid (iv) Rigid,(i) Rigid (ii) Fluid (iii) Slightly more than solids (iv) High,(i) High (ii) fluid (iii) Slightly more than solids (iv) Rigid,(i) Rigid (ii) Fluid (iii) High (iv) Slightly more than solids,CH-1-15-ROW-45,B,,MCQ
1,States of Matter,Further Practice,,16,Which of the following is true for the following?,Particles lose freedom,Particles come to rest,Temperature falls,Temperature increases,CH-1-16-ROW-46,C,,MCQ
1,States of Matter,Further Practice,,17,"On cooling gases, temperature falls and:",Particles loose energy,Intermolecular attraction increases,Intermolecular space between the molecules decreases .,All the above are correct,,D,,MCQ
1,States of Matter,Further Practice,,18,Look at the classification table below. Which of the following sets of headings is correct?,A,B,C,D,CH-1-18-ROW-48,C,,MCQ
1,States of Matter,Further Practice,,19,Which of the following substance does not sublime?,Ammonium chloride,Dry ice,Sodium chloride,Iodine ,,C,,MCQ
1,States of Matter,Further Practice,,20,A closed container of a gas is heated to a high temperature. What do you predict will happen?,The gas particles will repel each other,The gas particles inside the container will move slower and slower,The pressure inside the container will decrease,The pressure inside the container will increase,,D,,MCQ
1,States of Matter,Further Practice,,21,What happens when a solid melts?,Its molecules move farther apart,Its molecules move closer together,The movement of its molecules decreases,The temperature decreases although heat is added,,A,,MCQ
1,States of Matter,Further Practice,,22,Which of the following will diffuse faster than the others?,Water ,Petrol,Perfume,Milk,,C,,MCQ
1,States of Matter,Further Practice,,23,Which of the following will evaporate faster than the others?,Oil,Milk,Water,Petrol,,D,,MCQ
1,States of Matter,Further Practice,,24,Which of the following best describes what happens to the particles of water vapour when it condenses?,They gain energy and gain freedom to move about.,They gain kinetic energy and increase their freedom to move without significant attraction.,They lose energy and are closer and less free to move around.,They lose energy and lose freedom to move about.,,C,,MCQ
1,States of Matter,Further Practice,,25,"Name A, B, C, D, E, and Fin the following diagram showing change of state",a,b,c,d,CH-1-25-ROW-55,A,,MCQ
1,States of Matter,Further Practice,,1,"Varun took two biscuits and crushed them as shown below .
He can conclude that:",X is a solid but Y is not,X has a definite volume but Y does not,both X and Y have definite shape,both X and Y are in the same state,CH-1-1-ROW-56,"C, D",,MAQ
1,States of Matter,Further Practice,,2,Venu blows into the straw as shown above. What will he observe?,Air bubbles escape into the beaker,The pressure in the basin increases,The water level in the beaker increases,The water level in the basin increases,CH-1-2-ROW-57,"A, B, C",,MAQ
1,States of Matter,Further Practice,,3,"Ashok puts two basketballs of the same size and material on a balance as shown below.
Which of the following statements best describe the two balls?",Ball A has a greater mass than Ball B,The air in Ball A has a greater volume than the air in Ball B,Ball A has less mass than Ball B,The air in Ball A is more compressed than the air in Ball B.,CH-1-3-ROW-58,"A, D",,MAQ
1,States of Matter,Further Practice,,4,"Suraj drops two objects, X and Y, gently into liquid A and observes their positions. He removes them, wipes them clean, and then drops them mto liqwd B. He repeats the same procedure with liquid C.
Which of the following conclusions can Suraj draw from his experiment?",Object Xis lighter than object Y,Liquid A is heavier than liquid B,Liquid Bis heavier than liquid C,Liquid A is heavier than liquid C but lighter than liquid B,CH-1-4-ROW-59,"A, C, D",,MAQ
1,States of Matter,Further Practice,,5,"Meena conducted an experiment as shown above. When she pushed the bottle into the basin of water, she could see bubbles escaping from the rubber tube into the beaker of water. What can she infer from her experiment?",Water contains air,Air occupies space,Water occupies space,Only one matter can occupy space at any one time,CH-1-5-ROW-60,"B, C, D",,MAQ
1,States of Matter,Further Practice,,6,Naresh accidently knocked over a glass of milk which was on the table. The milk spilled on the table and flowed onto the floor. What can be concluded from this sequence of events?,Milk has no definite shape,Milk flows from a higher level to a lower level,Milk flows more easily than water,Milk has mass,CH-1-6-ROW-61,"A, B",,MAQ
1,States of Matter,Further Practice,,7,"Ravi put a bottle cork into a beaker containing 100 ml of water. The new water level is shown below. From his experiment, Darius can conclude that the:",volume of the cork is 25 ml,cork is lighter than water,cork occupies space,cork is a soft material,CH-1-7-ROW-62,"B, C",,MAQ
1,States of Matter,Further Practice,,8,Which of the following statements about water are correct?,Water has a fixed mass,Water can be compressed,Water takes the shape of its container,Water has a fixed volume,,"A, C, D",,MAQ
1,States of Matter,Further Practice,,9,"Anu wanted to find out which solid, marbles or beads, occupy more space. In order to be a fair test what things should be kept same?",Amount ofliquid,Size of the container,Number of marbles and beads,Mass and volume of the marbles and beads,,"A, B, C",,MAQ
1,States of Matter,Further Practice,,10,"Two balloons are filled with air and are tied to a wooden rod. Balloon Pis pricked through the cellophane tape. The figure shows the situation before and after balloon P is pricked.
What can you deduce from the above activity?",Air occupies space,Air has mass,Air has no fixed shape,Air has fixed melting point,CH-1-10-ROW-65,"A, B, C",,MAQ
1,States of Matter,Further Practice,,1,"Assertion : It is difficult to cook food at hill.
Reason :  The boiling point of water increases at hill.",If both assertion and reason are CORRECT and reason is the CORRECT explanation of the assertion.,"If both assertion and reason are CORRECT, but reason is NOT THE CORRECT explanation of the assertion.","If assertion is CORRECT, but reason is INCORRECT.",If both assertion and reason is INCORRECT.,,C,,AR
1,States of Matter,Further Practice,,2,"Assertion : Liquids diffuse easily as compared to gases.
Reason : Intermolecular forces are greater in gas.",If both assertion and reason are CORRECT and reason is the CORRECT explanation of the assertion.,"If both assertion and reason are CORRECT, but reason is NOT THE CORRECT explanation of the assertion.","If assertion is CORRECT, but reason is INCORRECT.",If both assertion and reason is INCORRECT.,,E,,AR
1,States of Matter,Further Practice,,3,"Assertion : Duhng evaporation of liquid the temperature of the liquid remains unaffected.
Reason : Kinetic energy of the molecules is directly proportional to absolute temperature.",If both assertion and reason are CORRECT and reason is the CORRECT explanation of the assertion.,"If both assertion and reason are CORRECT, but reason is NOT THE CORRECT explanation of the assertion.","If assertion is CORRECT, but reason is INCORRECT.",If both assertion and reason is INCORRECT.,,D,,AR
1,States of Matter,Further Practice,,4,"Assertion : Gases do not have free surfaces.
Reason : Molecules of a gas move randomly in all directions.",If both assertion and reason are CORRECT and reason is the CORRECT explanation of the assertion.,"If both assertion and reason are CORRECT, but reason is NOT THE CORRECT explanation of the assertion.","If assertion is CORRECT, but reason is INCORRECT.",If both assertion and reason is INCORRECT.,,A,,AR
1,States of Matter,Further Practice,,5,"Assertion : Salt water is sprinkled in cold countries to remove ice on roads.
Reason : Melting point increases by addition of soluble impurities.",If both assertion and reason are CORRECT and reason is the CORRECT explanation of the assertion.,"If both assertion and reason are CORRECT, but reason is NOT THE CORRECT explanation of the assertion.","If assertion is CORRECT, but reason is INCORRECT.",If both assertion and reason is INCORRECT.,,C,,AR
1,States of Matter,Further Practice,,1,"In the kinetic theory of gases, it is assumed that molecular collisions are :",Inelastic,Short in duration,One-dimensional,not able to exert mutual forces,,B,,MCQ
1,States of Matter,Further Practice,,2,K.E. of molecular motion appears as :,Pressure,P.E.,Temperature,All of the above,,C,,MCQ
1,States of Matter,Further Practice,,3,Triple point of water is :,373.16 K,273.16^0& F,273.16 K,27.16^0&F,,C,,MCQ
1,States of Matter,Further Practice,,4,Vanderwaal's forces are also known as:,intermolecular forces,intramolecular forces,atomic forces,molecular forces,,A,,MCQ
1,States of Matter,Further Practice,,5,"According to Kinetic theory of gases, molecules are :",perfectly inelastic particles in random motion,perfectly elastic particles in random motion,perfectly inelastic particles at rest,perfectly elastic particles at rest,,B,,MCQ
1,States of Matter,Further Practice,,6,Which of the following has a regular repeated molecular pattern in three dimensional space?,Solids and liquids,Liquids and Gases,Solids,Gases,,C,,MCQ
1,States of Matter,Further Practice,,7,Fog may also be called as :,Goam,Solid,Liquid,Aerosol,,D,,MCQ
1,States of Matter,Further Practice,,8,"When water particles condenses on air and dust, it forms:",Mist,Fog,Frost,Vapour,,A,,MCQ
1,States of Matter,Further Practice,,9,"At a given temperature, 'Kinetic theory of gas' predicts that:",all the molecules have the same average speed,all the molecules have the same average K.E.,lighter molecules have higher average K.E.,lighter molecules have lower average K.E.,,B,,MCQ
1,States of Matter,Further Practice,,10,"At a temperature less than Critical temperature, to liquefy a gas:",low temperature and high pressure is required,low temperature and low pressure is required,high temperature and low pressure is required,None of these,,B,,MCQ
1,States of Matter,Further Practice,,11,Normal temperature of the human body is :,40^0&F,40^0&C,37^0&C,37^0&F,,C,,MCQ
1,States of Matter,Further Practice,,12,"When the vapour pressure of a liquid is equal to its atmospheric pressure, then it :",Freezes,Evaporates,Boils,Does not undergo any change,,C,,MCQ
1,States of Matter,Further Practice,,13,When ice is converted into water :,heat is absorbed,heat is released,temperature increases,temperature decreases,,A,,MCQ
1,States of Matter,Further Practice,,14,The thermal energy of a body is the same as the :,K.E. of the body,P.E. of the body,mechanical energy of the body,K.E. of its molecules,,D,,MCQ
1,States of Matter,Further Practice,,15,Rise in temperature of a body means :,its K.E. has increased,its P.E. has increased,its mechanical energy has increased,its thermal energy has increased,,D,,MCQ
2,"Symbols, Formulae and Equations",Summative Exercise,,1,Symbol of calcium is ________,,,,,,Ca,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,2,The valency of nitrogen in NH~3* is ________,,,,,,3,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,3,Chemical name of Na~3*PO~4* is _________,,,,,,Sodium Phosphate,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,4,The name of anion in the formula Ba(HCO~3*)~2* is _______,,,,,,Bicarbonate,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,5,The formula of zinc nitrate is ________.,,,,,,Zn(ZO~3*)~2*,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,6,Symbol of palladium is __________.,,,,,,Pd,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,7,Tungsten is obtained from the latin name _______.,,,,,,Wolfram,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,8,Neptunium is named after the planet ________.,,,,,,Neptune,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,9,"The chemical formula of king of chemicals, sulphuric acid is ________.",,,,,,H~2*SO~4*,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,10,Valency can be defined as _________ number of hydrogens atoms or ________ the number of oxygens atoms of that element combines.,"Same, Double",,,,,DUMMY,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,11,P0^-3&~4* is a ____ valent anion.,,,,,,Tri,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,12,The chemical formula of hypochlorite ion is ________.,,,,,,ClO^-&,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,13,NaOH + H~2*SO~4* -> Na~2*SO~4* + H~2*O. Balance the given chemical equation.,"2, 2",,,,,DUMMY,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,14,"2H~2* + O~2* -> 2H~2*O.  In the above equation, for 4g of hydrogen _____ grams of O~2* is required.",,,,,,32 g,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,15,The molecular mass of HCl is _________,,,,,,36.5,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,16,A symbol of an element is always represented by the first alphabet of an atom of the element.,,,,,,12/99,,FIB
2,"Symbols, Formulae and Equations",Summative Exercise,,17,Valency of an element is a decimal number.,,,,,,0,,TF
2,"Symbols, Formulae and Equations",Summative Exercise,,18,The valency of metal whose sulphate is MSO~4* is 2.,,,,,,1,,TF
2,"Symbols, Formulae and Equations",Summative Exercise,,19,The formula of compound silver iodide is SI.,,,,,,0,,TF
2,"Symbols, Formulae and Equations",Summative Exercise,,20,The element lead is derived from the latin name plumbum.,,,,,,1,,TF
