Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Measurements,Concept Application Level-1,,1,A standard unit should not change with respect to time but may change from place to place.,0,,,,,,,TF
1,Measurements,Concept Application Level-1,,2,"The zeroeth division of a vernier scale lies between the 40th and 41st main scale divisions. Then, the M.S.R. = 4 cm if 1 M.S.D. = 1 mm.",1,,,,,,,TF
1,Measurements,Concept Application Level-1,,3,"Given that 1 M.S.D. of a vernier scale is 1 mm and its least count is 0.025 mm, then the number of divisions in the vernier scale is 25.",0,,,,,,,TF
1,Measurements,Concept Application Level-1,,4,Given that 1 M.S.D. of a vernier calliper is 1 mm and it’s least count is 0.001 cm then the number of vernier scale divisions is 100.,1,,,,,,,TF
1,Measurements,Concept Application Level-1,,5,"In a vernier calipers, if 1 M.S.D. = 0.1 cm and the least count is 0.1 mm, then 1 V.S.D. = 0.9 mm",1,,,,,,,TF
1,Measurements,Concept Application Level-1,,6,The lower meniscus should be taken into consideration while reading the level of mercury in a burette.,0,,,,,,,TF
1,Measurements,Concept Application Level-1,,7,Pippete is used to take a desired volume of liquid.,0,,,,,,,TF
1,Measurements,Concept Application Level-1,,8,"If the number of divisions on a vernier scale is 20 and the least count of the instrument is 0.025 mm, then 1 M.S.D. = ___________ cm.",0.05 cm,,,,,,,FIB
1,Measurements,Concept Application Level-1,,9,"One second is (1/k)th part of a mean solar day, where
k = ________.",86400,,,,,,,FIB
1,Measurements,Concept Application Level-1,,10,"On dropping 10 lead shots into a measuring jar containing a liquid, the level of the liquid in the jar increased from 40 cm^3& to 100 cm^3&. Then, the volume of each lead shot is ________.",6 cm^3&,,,,,,,FIB
1,Measurements,Concept Application Level-1,,11,"While finding the internal diameter of a pipe using a vernier calipers, the M.S.R. = 18 mm, the vernier scale coinciding division is 3. If the least count of the instrument is 0.1 mm, then the internal radius is _______ mm",9.15,,,,,,,FIB
1,Measurements,Concept Application Level-1,,12,"If 10 cm is taken as unit of length, then the height of a person 1.78 m tall in the new system of units is ______ units.",17.8,,,,,,,FIB
1,Measurements,Concept Application Level-1,,13,"If the volume of 1 kg of oil, at a given temperature, is 1000 cm^3&, then the volume 1000 kg oil at the same temperature is ________.",10^6& cm^3&,,,,,,,FIB
1,Measurements,Concept Application Level-1,,14,"The least count of a vernier calipers X is 0.01 cm. If the number of divisions on the vernier scale of another vernier calipers Y is double of that in X, then the least count of Y is ______ mm. (In both instruments 1 M.S.D. = 1mm)",0.05 mm,,,,,,,FIB
1,Measurements,Concept Application Level-1,,15,Match the following,A : h B : f C : i D : c E : a F : d G : g H : b I : j J : e,A : a B : i C : f D : h E : c F : g G : d H : b I : j J : e,A : c B : f C : i D : h E : a F : e G : d H : b I : j J : g,A : c B : f C : i D : h E : a F : g G : d H : b I : j J : e,CH-1-15-ROW-16,d,,MCQ
1,Measurements,Concept Application Level-1,,16,"If the unit of mass is doubled and the units of length and time are halved, how much is 20 N of force in new units? (1N = 1kg m s^-2&)",0.5N,5 new units of Force,5 N,0.5 new units of Force,,b,,MCQ
1,Measurements,Concept Application Level-1,,17,Which among the following physical quantities does not possess a unit?,Area,Volume,Desnsity,Specific Gravity,,d,,MCQ
1,Measurements,Concept Application Level-1,,18,Which of the following is not a derived quantity?,The floor area of a room,The height of a room,The volume of air in a room,The weight of air in a room,,b,,MCQ
1,Measurements,Concept Application Level-1,,19,"While measuring the diameter of a sphere using a vernier calipers the main scale reading was found to be p while the vernier coinciding division was q. If the least count of the instrument is r, then the radius
of the sphere is given by the expression _______.",p + q + r,(qr + p)/2,p + qr,(p + qr)/2,,b,,MCQ
1,Measurements,Concept Application Level-1,,20,Which of the following equations is are true with reference to a vernier calipers?,Least count = 1 M.S.D. − 1 V.S.D.,"1 M.S.D. = (L.C.) × number of divisions on the
Vernier scale","If the least count is 0.1 mm, then 1 M.S.D. = N/10 mm",All the above,,d,,MCQ
1,Measurements,Concept Application Level-1,,21,"The following information is given in respect of a vernier caliper.
1 main scale division = 0.3 cm
30 V.S.D. = 29 M.S.D.
The least count of this vernier caliper is ______.",0.01 mm,0.1 cm,0.03 cm,0.1 mm,,d,,MCQ
1,Measurements,Concept Application Level-1,,22,"To determine the diameter of a rod a student wound a thread 5 times round the rod and measured the length of thread as 156 mm on a metre scale. Using this value he calculated the diameter of the rod. If the actual diameter of the rod is 9.94 mm, what is the error that could result in the method followed by the student? Take π = 22/7.",+0.01 mm,-0.01 mm,+0.02 mm,-0.02 mm,,b,,MCQ
1,Measurements,Concept Application Level-1,,23,"In a vernier calipers 1 M.S.D. = 0.1 cm and the least count is 0.05 mm. If the reading on this vernier calipers while taking a measurement is 12.8 mm, then the vernier coinciding division is ______.",20,4,8,16,,d,,MCQ
1,Measurements,Concept Application Level-1,,24,Which of the following is true about the density of a substance?,It is a derived quantity.,The unit of density in S.I. system is kilogram per cubic metre.,The density of a substance can be measured if the mass of the substance for a certain volume is known.,All the above,,d,,MCQ
1,Measurements,Concept Application Level-1,,25,"The main scale readings of a vernier calipers (1 M.S.D. = 1 mm) having least count 0.01 cm for the internal and external diameters of a hollow
tube are 11 mm and 12 mm. The minimum thickness of the tube is _____.",1 mm,0.1 mm,0.05 mm,0.5 mm,,c,,MCQ
1,Measurements,Concept Application Level-1,,26,"The following information is noted in respect of two vernier calipers A and B.
If N V.S.D. = (N − 1) M.S.D. in both the vernier calliper, then which of the following statements is true?",The least count of A is less than that of B.,The least count of B is 0.01 cm.,The largest measurement that can be made between 10 mm and 11 mm with the vernier calliper A is 10.95 mm.,All the above,CH-1-26-ROW-26,d,,MCQ
1,Measurements,Concept Application Level-1,,27,"Three cylindrical flasks A, B and C of diameter 50 mm, 75 mm and 100 mm, respectively have graduation marked in mm and are used for measurement of volume of liquid. Which of the following statements is correct?",A is more accurate than B and C,C has better least count than B,The least counts of all three are the same,B has better least count than A.,,a,,MCQ
1,Measurements,Concept Application Level-1,,28,"R.D. of ‘x’ and ‘y’ are 3 and 2, respectively. Then, the density of ‘x’ with respect to that of ‘y’ is ________.",6,5,1.5,1,,c,,MCQ
1,Measurements,Concept Application Level-1,,29,"The initial and final readings of a burette while draining out 50 drops of a liquid are 10 ml and 40 ml, respectively. Then, the volume of each drop is ______.",0.6 ml,0.06 cm^3&,6 x 10^-2& litres,6 x 10^-6& m^3&,,a,,MCQ
1,Measurements,Concept Application Level-1,,30,"If the ratio of density of ice to that of wood is (9/8) and the relative density of ice is 0.9, then the density of wood is _____ kg m^−3& (Take density of water = 103 kg m^−3&).",0.8,800,8 x 10^3&,80,,b,,MCQ
1,Measurements,Concept Application Level-1,,31,The least count of the vernier calipers shown in the figure is ______.,0.25 mm,0.025 mm,0.025 cm,250 mm,CH-1-31-ROW-31,b,,MCQ
1,Measurements,Concept Application Level-1,,32,The zero error of the vernier calipers shown in the figure is ______.,+100 mm,+0.01 cm,0.1 mm,All the above,CH-1-31-ROW-31,d,,MCQ
1,Measurements,Concept Application Level-1,,33,"Assertion (A) : A physical quantity which can be described with both magnitude and direction is called as a vector quantity.
Reason (R) : All vector quantities are derived quantities.",A and R are correct and R is the correct explanation for A,A and R are correct but R is not the correct explanation for A,A is correct but R is incorrect,Both A and R are incorrect,,c,,MCQ
