Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Measurements,Concept Application,True / False,1,A simple pendulum can be used to determine acceleration due to gravity at a given place.,,,,,,1,,TF
1,Measurements,Concept Application,True / False,2,"If the zeroth division on the vernier scale and the main scale do not coincide, when the jaws are in contact, then there exists an error.",,,,,,1,,TF
1,Measurements,Concept Application,True / False,3,"If p is the pitch of a screw, then the distance by which the screw advances, when given n rotations, is p/n.",,,,,,0,,TF
1,Measurements,Concept Application,True / False,4,"If the percentage errors in the measurement of length and breadth of a rectangle are 2% and 3%, respectively, then the percentage error in the determination of the area is 5%.",,,,,,1,,TF
1,Measurements,Concept Application,True / False,5,Velocity gradient is \ defined as ‘change in velocity per unit distance'. Then its unit in F.P.S. system is s^−1.&,,,,,,1,,TF
1,Measurements,Concept Application,True / False,6,10^6& μm are equal to one meter.,,,,,,1,,TF
1,Measurements,Concept Application,True / False,7,The least count (the minimum weight that can be weighed) of a physical balance is one gram.,,,,,,0,,TF
1,Measurements,Concept Application,Fill in the Blanks,8,"In a spring balance, the extent of a pull of spring is _____ to the magnitude of the weight (force) applied on it.",,,,,,Proportional,,FIB
1,Measurements,Concept Application,Fill in the Blanks,9,"If N divisions on the vernier scale are equal to (N – 2) divisions on the main scale, then the least count is _____ M.S.D.",,,,,,1,,FIB
1,Measurements,Concept Application,Fill in the Blanks,10,The order of magnitude of 0.00045726 m s^−1& is ______.,,,,,,-4,,FIB
1,Measurements,Concept Application,Fill in the Blanks,11,"When the jaws of a standard vernier calipers are closed, if the nth division of the vernier scale coincides with the nth M.S.D., the zero error is ______.",+ n X L.C.,,,,,DUMMY,,FIB
1,Measurements,Concept Application,Fill in the Blanks,12,The least count of a Screw gauge having 1 mm pitch and 100 circular scale divisions is _______ μm.,,,,,,10 mm,,FIB
1,Measurements,Concept Application,Fill in the Blanks,13,The least count of a vernier calipers having 20 vernier divisions when 1 M.S.D. = 0.1 cm is _____ cm.,,,,,,0.005 cm,,FIB
1,Measurements,Concept Application,Fill in the Blanks,14,"Given the specific gravity of gold as ‘19’, the mass of 100 cm volume of gold is _____ kg.",,,,,,1.9,,FIB
1,Measurements,Concept Application,Match the following,15,Match the following,"A:h, B:d, C:f, D:I, E:g, F:j, G:a, H:e, I:b, J:c","A:d, B:h, C:f, D:g, E:i, F:j, G:a, H:e, I:b, J:c","A:d, B:h, C:f, D:I, E:g, F:j, G:a, H:e, I:c, J:b","A:d, B:h, C:f, D:I, E:g, F:j, G:a, H:e, I:b, J:c",CH-1-15-ROW-16,d,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,16,"If the conductance of a conductor (G) is I^2&t/W, where I is current, t is time and W is work done, then the unit of conductance expressed in terms of fundamental units is _______.",a,b,c,d,CH-1-16-ROW-17,c,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,17,"The length of one main scale division of a given vernier calipers is 1 cm. When the jaws are in contact, the last division of the vernier scale coincides with 99th mark of the main scale. Then the least count of
the calipers is ______.",0.01 mm,0.01 cm,0.1 cm,0.1 mm,,b,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,18,The sensitivity of a physical balance is increased by the use of ________.,knife edges,leveling screws,plumb line,light pans,,a,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,19,"In a simple pendulum experiment, the percentage errors in the measurement of g and l are α% and β%, respectively, then the maximum error in measuring T will be _____.",a,b,c,d,CH-1-19-ROW-20,a,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,20,"The least count of a vernier calipers is 0.025 mm. If the 12th division of the vernier scale coincides with a main scale division and the zero of the vernier scale is to the right of the zero of the main scale, then the zero error is _________.",+0.3 cm,+0.03 mm,+0.12 mm,None of the above,,d,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,21,Two variables x and y vary such that xy = constant. Which of the following graphs represent the above relationship?,a,b,c,d,CH-1-21-ROW-22,c,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,22,"The difference between ZRP and HRP of a physical balance when 47.86 g of a substance is placed in its pans is 3. When 10 mg is added in its pans, the difference between HRP and LRP is obtained as 5. The
most accurate mass of the body is _____ g.",47.875,47.845,47.866,47.854,,c,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,23,"If 17 divisions of the circular scale of a screw gauge are below the index line of the pitch scale, then the zero error is ______ circular divisions.",+17,-17,83,34,,a,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,24,Which of the following measurements is most precise?,5 cm,5.00 cm,5.000 cm,5.00000 cm,,d,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,25,The length and breadth of a rectangle were measured using an instrument and the area was determined as 28.83 cm2. The instrument used could be ____.,a vernier caliper whose least count is 0.1 mm,a metre scale,a vernier caliper whose least count is 0.3 mm,None of the above,,b,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,26,"The time period of two pendulums of same length oscillating on different planets A and B is 2 s and 3 s, respectively. The ratio of acceleration due to gravity on the two planets is ______.",9 : 4,3 : 2,2 : 3,4 : 9,,a,,MCQ
1,Measurements,Concept Application,Multiple Choice Questions,27,"If the zero error correction of a screw gauge with least count 0.01 mm is +0.05 mm,","the number of C.S.D. is 100, and the zero of the circular scale is 5 divisions above the index line.","the number of C.S.D. is 100, and the zero of the circular scale is 5 divisions below the index line.","the number of C.S.D. is 50, and the zero of the circular scale is 5 divisions above the index line.",Both (1) and (3),,d,,MCQ
