Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Atomic Structure ,Concept Application,,1,"In Thomson’s atomic model, positive mass occupies more space than the negative charge in an atom.",,,,,,1,,TF
1,Atomic Structure ,Concept Application,,2,α-ray scattering experiment proved the presence of neutrons in an atom.,,,,,,0,,TF
1,Atomic Structure ,Concept Application,,3,Thomson could successfully explain the electrical neutrality of an atom.,,,,,,1,,TF
1,Atomic Structure ,Concept Application,,4,The e/m ratio of cathode rays is different for different gases.,,,,,,0,,TF
1,Atomic Structure ,Concept Application,,5,High pressure and low voltage should be maintained in the discharge tube for the production of cathode rays.,,,,,,0,,TF
1,Atomic Structure ,Concept Application,,6,Mass number is the sum of the number of protons and neutrons in an atom.,,,,,,1,,TF
1,Atomic Structure ,Concept Application,,7,Cathode rays deflect in the presence of magnetic field.,,,,,,1,,TF
1,Atomic Structure ,Concept Application,,8,The discovery of ________ proved that atom is divisible.,,,,,,Electron,,FIB
1,Atomic Structure ,Concept Application,,9,The maximum number of electrons present in fifth shell is _________.,,,,,,50,,FIB
1,Atomic Structure ,Concept Application,,10,Electron present in __________ orbit cannot lose its energy.,,,,,,First,,FIB
1,Atomic Structure ,Concept Application,,11,The fundamental particle present in anode rays produced by ~1*H^1& is _________.,,,,,,Proton,,FIB
1,Atomic Structure ,Concept Application,,12,The electrode connected to the negative terminal of a battery in a discharge tube is called _________.,,,,,,Cathode,,FIB
1,Atomic Structure ,Concept Application,,13,The specific charge value of anode rays produced by _________ is the maximum.,,,,,,Hydrogen,,FIB
1,Atomic Structure ,Concept Application,,14,The sum of protons and neutrons is same in _________.,,,,,,Isobars,,FIB
1,Atomic Structure ,Concept Application,,15,Match the following,"A->e, D->c, B->d,E->a,C->b","A->c, D->e, B->a,E->d,C->b","A->e, D->d, B->c,E->a,C->b","A->e, D->c, B->d,E->b,C->a",CH-1-15-ROW-16,a,,MCQ
1,Atomic Structure ,Concept Application,,16,Certain amount of a gas is enclosed in a discharge tube. The bulb in the arrangement given below can be made to glow when,vacuum is created in the discharge tube.,the gas is replaced by the same amount of an easily ionisable gas.,the other gas of low molecular weight is introduced.,the amount of gas in the discharge tube is decreased.,CH-1-16-ROW-17,d,,MCQ
1,Atomic Structure ,Concept Application,,17,Which of the following particles is largely responsible for the chemical behaviour of elements?,Proton,Electron,Neutron,Positron,,b,,MCQ
1,Atomic Structure ,Concept Application,,18,~8*X~16& and ~8*X^17& represent,Isotones,Isobars,Isotopes,Isosters,,c,,MCQ
1,Atomic Structure ,Concept Application,,19,The isotope with zero neutron is,Protium,Deuterium,Tritium,None of these,,a,,MCQ
1,Atomic Structure ,Concept Application,,20,"Two elements X and Y have 6 and 7 electrons in their N- and M-shells, respectively. Find the ratio of atomic numbers of X and Y.",3 : 4,1 : 2,2 : 1,6 : 7,,c,,MCQ
1,Atomic Structure ,Concept Application,,21,The number of valence electrons in ~4*X^8& atom is,1,2,3,4,,b,,MCQ
1,Atomic Structure ,Concept Application,,22,The number of valence electrons in ~20*^40&X is,7,9,5,2,,d,,MCQ
1,Atomic Structure ,Concept Application,,23,"Two elements A and B have 14 and 9 electrons in M- and N-shells, respectively. Then the ratio of their atomic numbers is",2 : 3,3 : 4,3 : 2,1 : 2,,a,,MCQ
1,Atomic Structure ,Concept Application,,24,"According to Thomson,",negative charge of an atom is uniformly distributed throughout the atom.,the volume occupied by positive charge is less than that occupied by the negative charge.,electrons are embedded in the positive charge which is spread uniformly.,None of the above,,c,,MCQ
1,Atomic Structure ,Concept Application,,25,"~x*^y&A, ^y+1&~x*A are two isotopes of element A. Difference between the number of neutrons in the isotopes is",1 - 2y,1 - x,1,2x - 1,,c,,MCQ
1,Atomic Structure ,Concept Application,,26,Low pressure is maintained in the discharge tube to,increase the number of molecules,increase ionisation of gas molecules,decrease the velocity of the rays coming from the cathode,All the above,,b,,MCQ
1,Atomic Structure ,Concept Application,,27,"If velocity of α-particles increases, then angle of deviation",Increases,Decreases ,Remains same,Cannot be predicted,,b,,MCQ
1,Atomic Structure ,Concept Application,,28,Which of the following unipositive ions possesses all the three subatomic particles?,Helium,Deuterium,Tritium,Hydrogen,,a,,MCQ
1,Atomic Structure ,Concept Application,,29,"The ratio of the number of electrons in the N-shell of A and the M-shell of B with atomic numbers 40 and 32, respectively, is",5 : 3,9 : 5,5 : 9,5 : 4,,c,,MCQ
